0.0    0.0    5.0    -5.0
0.1    0.12345000000000002    5.4321    -5.30865
0.2    0.31200000000000006    5.9376    -5.6255999999999995
0.30000000000000004    0.6055500000000003    6.5321    -5.92655
0.4    1.0656    7.2336    -6.168
0.5    1.78125    8.0625    -6.28125
0.6000000000000001    2.8752000000000013    9.0416    -6.166399999999999
0.7000000000000001    4.509750000000001    10.196100000000001    -5.68635
0.8    6.8928    11.5536    -4.660799999999999
0.9    10.283850000000001    13.1441    -2.860249999999999
1.0    15.0    15.0    0.0
